study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	cram_index_ftp	cram_index_galaxy
PRJEB1220	ERP002061	SAMEA2042425	ERS199087	ERX183912	ERR209247	408170	human gut metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209247/ERR209247_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209247/ERR209247_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209247/ERR209247_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209247/ERR209247_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0089_20100124L7.rmhost.pair.2.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0089_20100124L7.rmhost.pair.1.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0089_20100124L7.rmhost.pair.2.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0089_20100124L7.rmhost.pair.1.fq.gz		
PRJEB1220	ERP002061	SAMEA2042425	ERS199087	ERX183913	ERR209248	408170	human gut metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209248/ERR209248_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209248/ERR209248_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209248/ERR209248_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209248/ERR209248_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0089_20100125L4.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0089_20100125L4.rmhost.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0089_20100125L4.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0089_20100125L4.rmhost.pair.2.fq.gz		
PRJEB1220	ERP002061	SAMEA2042425	ERS199087	ERX183914	ERR209249	408170	human gut metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209249/ERR209249_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209249/ERR209249_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209249/ERR209249_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209249/ERR209249_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0089_20100125L5.rmhost.pair.2.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0089_20100125L5.rmhost.pair.1.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0089_20100125L5.rmhost.pair.2.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0089_20100125L5.rmhost.pair.1.fq.gz		
PRJEB1220	ERP002061	SAMEA2042426	ERS199088	ERX183915	ERR209250	408170	human gut metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209250/ERR209250_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209250/ERR209250_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209250/ERR209250_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209250/ERR209250_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0090_20091015.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0090_20091015.rmhost.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0090_20091015.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0090_20091015.rmhost.pair.2.fq.gz		
PRJEB1220	ERP002061	SAMEA2042426	ERS199088	ERX183916	ERR209251	408170	human gut metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209251/ERR209251_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209251/ERR209251_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209251/ERR209251_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209251/ERR209251_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0090_20100128L6.rmhost.pair.2.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0090_20100128L6.rmhost.pair.1.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0090_20100128L6.rmhost.pair.2.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0090_20100128L6.rmhost.pair.1.fq.gz		
PRJEB1220	ERP002061	SAMEA2042426	ERS199088	ERX183917	ERR209252	408170	human gut metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209252/ERR209252_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209252/ERR209252_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209252/ERR209252_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209252/ERR209252_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0090_20100129L2.rmhost.pair.2.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0090_20100129L2.rmhost.pair.1.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0090_20100129L2.rmhost.pair.2.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0090_20100129L2.rmhost.pair.1.fq.gz		
PRJEB1220	ERP002061	SAMEA2042426	ERS199088	ERX183918	ERR209253	408170	human gut metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209253/ERR209253_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209253/ERR209253_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209253/ERR209253_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209253/ERR209253_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0090_20100129L3.rmhost.pair.2.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0090_20100129L3.rmhost.pair.1.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0090_20100129L3.rmhost.pair.2.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0090_20100129L3.rmhost.pair.1.fq.gz		
PRJEB1220	ERP002061	SAMEA2042427	ERS199089	ERX183919	ERR209254	408170	human gut metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209254/ERR209254_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209254/ERR209254_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209254/ERR209254_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209254/ERR209254_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0091_20091103.rmhost.pair.2.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0091_20091103.rmhost.pair.1.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0091_20091103.rmhost.pair.2.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0091_20091103.rmhost.pair.1.fq.gz		
PRJEB1220	ERP002061	SAMEA1969296	ERS199090	ERX183920	ERR209255	408170	human gut metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209255/ERR209255_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209255/ERR209255_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209255/ERR209255_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209255/ERR209255_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0092_20091014.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0092_20091014.rmhost.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0092_20091014.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0092_20091014.rmhost.pair.2.fq.gz		
PRJEB1220	ERP002061	SAMEA1969296	ERS199090	ERX183921	ERR209256	408170	human gut metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209256/ERR209256_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209256/ERR209256_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209256/ERR209256_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209256/ERR209256_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0092_20091107L6.rmhost.pair.2.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0092_20091107L6.rmhost.pair.1.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0092_20091107L6.rmhost.pair.2.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0092_20091107L6.rmhost.pair.1.fq.gz		
PRJEB1220	ERP002061	SAMEA1969296	ERS199090	ERX183922	ERR209257	408170	human gut metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209257/ERR209257_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209257/ERR209257_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209257/ERR209257_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209257/ERR209257_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0092_20091124L4.rmhost.pair.2.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0092_20091124L4.rmhost.pair.1.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0092_20091124L4.rmhost.pair.2.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0092_20091124L4.rmhost.pair.1.fq.gz		
PRJEB1220	ERP002061	SAMEA1969296	ERS199090	ERX183923	ERR209258	408170	human gut metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209258/ERR209258_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209258/ERR209258_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209258/ERR209258_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209258/ERR209258_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0092_20091126L4.rmhost.pair.2.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0092_20091126L4.rmhost.pair.1.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0092_20091126L4.rmhost.pair.2.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0092_20091126L4.rmhost.pair.1.fq.gz		
PRJEB1220	ERP002061	SAMEA1969296	ERS199090	ERX183924	ERR209259	408170	human gut metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209259/ERR209259_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209259/ERR209259_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209259/ERR209259_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209259/ERR209259_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0092_20091126L5.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0092_20091126L5.rmhost.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0092_20091126L5.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0092_20091126L5.rmhost.pair.2.fq.gz		
PRJEB1220	ERP002061	SAMEA1969296	ERS199090	ERX183925	ERR209260	408170	human gut metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209260/ERR209260_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209260/ERR209260_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209260/ERR209260_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209260/ERR209260_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0092_20091128L4.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0092_20091128L4.rmhost.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0092_20091128L4.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0092_20091128L4.rmhost.pair.2.fq.gz		
PRJEB1220	ERP002061	SAMEA1969296	ERS199090	ERX183926	ERR209261	408170	human gut metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209261/ERR209261_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209261/ERR209261_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209261/ERR209261_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209261/ERR209261_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0092_20091212L4.rmhost.pair.2.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0092_20091212L4.rmhost.pair.1.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0092_20091212L4.rmhost.pair.2.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0092_20091212L4.rmhost.pair.1.fq.gz		
PRJEB1220	ERP002061	SAMEA2042428	ERS199091	ERX183927	ERR209262	408170	human gut metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209262/ERR209262_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209262/ERR209262_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209262/ERR209262_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209262/ERR209262_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0093_20091014.rmhost.pair.2.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0093_20091014.rmhost.pair.1.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0093_20091014.rmhost.pair.2.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0093_20091014.rmhost.pair.1.fq.gz		
PRJEB1220	ERP002061	SAMEA2042428	ERS199091	ERX183928	ERR209263	408170	human gut metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209263/ERR209263_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209263/ERR209263_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209263/ERR209263_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209263/ERR209263_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0093_20091124L3.rmhost.pair.2.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0093_20091124L3.rmhost.pair.1.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0093_20091124L3.rmhost.pair.2.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0093_20091124L3.rmhost.pair.1.fq.gz		
PRJEB1220	ERP002061	SAMEA2042428	ERS199091	ERX183929	ERR209264	408170	human gut metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209264/ERR209264_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209264/ERR209264_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209264/ERR209264_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209264/ERR209264_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0093_20091126L6.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0093_20091126L6.rmhost.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0093_20091126L6.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0093_20091126L6.rmhost.pair.2.fq.gz		
PRJEB1220	ERP002061	SAMEA2042428	ERS199091	ERX183930	ERR209265	408170	human gut metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209265/ERR209265_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209265/ERR209265_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209265/ERR209265_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209265/ERR209265_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0093_20091126L7.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0093_20091126L7.rmhost.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0093_20091126L7.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0093_20091126L7.rmhost.pair.2.fq.gz		
PRJEB1220	ERP002061	SAMEA2042428	ERS199091	ERX183931	ERR209266	408170	human gut metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209266/ERR209266_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209266/ERR209266_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209266/ERR209266_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209266/ERR209266_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0093_20091126L8.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0093_20091126L8.rmhost.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0093_20091126L8.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0093_20091126L8.rmhost.pair.2.fq.gz		
PRJEB1220	ERP002061	SAMEA2042428	ERS199091	ERX183932	ERR209267	408170	human gut metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209267/ERR209267_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209267/ERR209267_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209267/ERR209267_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209267/ERR209267_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0093_20091212L5.rmhost.pair.2.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0093_20091212L5.rmhost.pair.1.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0093_20091212L5.rmhost.pair.2.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0093_20091212L5.rmhost.pair.1.fq.gz		
PRJEB1220	ERP002061	SAMEA2042429	ERS199092	ERX183933	ERR209268	408170	human gut metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209268/ERR209268_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209268/ERR209268_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209268/ERR209268_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209268/ERR209268_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0094_20091014.rmhost.pair.2.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0094_20091014.rmhost.pair.1.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0094_20091014.rmhost.pair.2.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0094_20091014.rmhost.pair.1.fq.gz		
PRJEB1220	ERP002061	SAMEA2042429	ERS199092	ERX183934	ERR209269	408170	human gut metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209269/ERR209269_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209269/ERR209269_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209269/ERR209269_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209269/ERR209269_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0094_20091124L4.rmhost.pair.2.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0094_20091124L4.rmhost.pair.1.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0094_20091124L4.rmhost.pair.2.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0094_20091124L4.rmhost.pair.1.fq.gz		
PRJEB1220	ERP002061	SAMEA2042429	ERS199092	ERX183935	ERR209270	408170	human gut metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209270/ERR209270_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209270/ERR209270_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209270/ERR209270_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209270/ERR209270_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0094_20091126L4.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0094_20091126L4.rmhost.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0094_20091126L4.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0094_20091126L4.rmhost.pair.2.fq.gz		
PRJEB1220	ERP002061	SAMEA2042429	ERS199092	ERX183936	ERR209271	408170	human gut metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209271/ERR209271_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209271/ERR209271_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209271/ERR209271_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209271/ERR209271_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0094_20091126L5.rmhost.pair.2.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0094_20091126L5.rmhost.pair.1.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0094_20091126L5.rmhost.pair.2.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0094_20091126L5.rmhost.pair.1.fq.gz		
PRJEB1220	ERP002061	SAMEA2042429	ERS199092	ERX183937	ERR209272	408170	human gut metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209272/ERR209272_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209272/ERR209272_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209272/ERR209272_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209272/ERR209272_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0094_20091128L4.rmhost.pair.2.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0094_20091128L4.rmhost.pair.1.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0094_20091128L4.rmhost.pair.2.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0094_20091128L4.rmhost.pair.1.fq.gz		
